id_x,user_id,book_id,quantity,unit_price,timestamp,shipping,id_y,name,address,phone,email,id,title,author,genre,publisher,year,paid_price,date,user_key,author_set
68400,47085,18977,1,32.0,2025-03-25 22:38:44.000,,47085,Fr. Franklin Schowalter,"90340 Renner Meadows, North Luztown, GA 58917-9311",(467) 209-3967,isidro@price.test,18977,Tender Is the Night,"Elijah Bernhard, Rudy Wisozk, Msgr. Frances Fritsch",Classic,Gaspereau Press,2006,32.0,2025-03-25,"isidro@price.test(467) 209-396790340 Renner Meadows, North Luztown, GA 58917-9311","('Elijah Bernhard', 'Msgr. Frances Fritsch', 'Rudy Wisozk')"
69133,45452,19100,1,17.5,2025-02-03 07:11:53.467,"Suite 646 359 Brown Knoll, South Tessa, UT 44795-2900",45452,Rolf Erdman DC,"Suite 646 359 Brown Knoll, South Tessa, UT 44795-2900",383 315 3089,brenna@collins.test,19100,Hacksaw Ridge,Edie Conroy,Mythopoeia,Booktrope,2019,17.5,2025-02-03,"brenna@collins.test383 315 3089Suite 646 359 Brown Knoll, South Tessa, UT 44795-2900","('Edie Conroy',)"
63353,44378,18866,1,22.5,2025-03-31 03:05:27.000,,44378,Shannon Upton,"62222 Keneth Neck, West Brockbury, WV 10426-4853",(112) 297-8623,steven@daniel-wyman.example,18866,The Painted Veil,Terrence Legros,Fable,Shambhala Publications,1994,22.5,2025-03-31,"steven@daniel-wyman.example(112) 297-862362222 Keneth Neck, West Brockbury, WV 10426-4853","('Terrence Legros',)"
63601,47278,18956,1,56.0,2024-06-12 01:33:35.000,"53746 Corkery Mountains, Port Johnathonton, MN 51221-6332",47278,Seth Schinner,"53746 Corkery Mountains, Port Johnathonton, MN 51221-6332",740-155-0587,hong@kozey.example,18956,The Torment of Others,"Gerda Torphy, Amb. Deon Herman, Vincenza Jerde",Biography/Autobiography,Schocken Books,1991,56.0,2024-06-12,"hong@kozey.example740-155-058753746 Corkery Mountains, Port Johnathonton, MN 51221-6332","('Amb. Deon Herman', 'Gerda Torphy', 'Vincenza Jerde')"
66970,46507,19057,1,67.99,2025-02-02 06:39:02.000,,46507,Giuseppe Steuber Jr.,"Apt. 106 6836 Mann Points, New Horaciomouth, ME 19547-5670",804-807-2136,deirdre@green.example,19057,Bad,"Claudio Gleason, Antonio Hettinger",Fairy tale,Atlas Press,1996,67.99,2025-02-02,"deirdre@green.example804-807-2136Apt. 106 6836 Mann Points, New Horaciomouth, ME 19547-5670","('Antonio Hettinger', 'Claudio Gleason')"
68779,47234,18933,1,37.99,2024-12-03 07:32:03.000,NULL,47234,Eddy Schulist,"72546 Jean View, Kurtside, WA 02016-8049",(726) 607-5328,mitsuko_jakubowski@bode.test,18933,The Treasure of the Sierra Madre,"Son Mueller, Milton Graham",Metafiction,New Directions Publishing,1977,37.99,2024-12-03,"mitsuko_jakubowski@bode.test(726) 607-532872546 Jean View, Kurtside, WA 02016-8049","('Milton Graham', 'Son Mueller')"
73701,46822,19557,2,56.0,2025-01-09 09:39:00.000,,46822,Kathlyn Bode,"3757 Hane View, New Horace, CT 35381",906 542 1983,dante_abshire@feil.test,19557,Mario Kart 8,Lanita MacGyver,Historical fiction,Naiad Press,2008,112.0,2025-01-09,"dante_abshire@feil.test906 542 19833757 Hane View, New Horace, CT 35381","('Lanita MacGyver',)"
69491,46543,19217,4,31.0,2025-04-11 01:09:12.404,NULL,46543,Ann Klocko,"Apt. 854 2676 Kihn Rue, Shanahanside, AR 21230",322.022.0596,gabriel_oberbrunner@hartmann.test,19217,Cabbages and Kings,Rossana Koelpin,Fiction narrative,Marshall Cavendish,2018,124.0,2025-04-11,"gabriel_oberbrunner@hartmann.test322.022.0596Apt. 854 2676 Kihn Rue, Shanahanside, AR 21230","('Rossana Koelpin',)"
70439,47400,18914,1,45.0,2024-06-19 14:24:52.000,"3563 Kindra Light, Gleichnerside, KY 19277",47400,Lisette Schumm,"3563 Kindra Light, Gleichnerside, KY 19277",776 380 7893,lorine@balistreri.test,18914,Dookie,Hyacinth Shields IV,Fantasy,Brill Publishers,0,45.0,2024-06-19,"lorine@balistreri.test776 380 78933563 Kindra Light, Gleichnerside, KY 19277","('Hyacinth Shields IV',)"
71758,44735,19331,1,27.75,2025-05-07 06:51:46.000,NULL,44735,Sherley Barton,"Suite 706 8695 Jorge Viaduct, West Scottieshire, NE 19857",904 072 7136,janna@dooley.example,19331,Consider Phlebas,"Fr. Jeremiah Larson, Ms. Chris Paucek",Crime/Detective,E. P. Dutton,1991,27.75,2025-05-07,"janna@dooley.example904 072 7136Suite 706 8695 Jorge Viaduct, West Scottieshire, NE 19857","('Fr. Jeremiah Larson', 'Ms. Chris Paucek')"
64635,46832,18883,1,19.5,2025-02-09 01:07:21.000,NULL,46832,Janice Dibbert,"63207 Blythe Cove, Lehnerstad, SD 62983",(897) 129-4274,kelvin@wiegand.example,18883,Crysis,Alfonzo Hilpert,Textbook,Hodder & Stoughton,1987,19.5,2025-02-09,"kelvin@wiegand.example(897) 129-427463207 Blythe Cove, Lehnerstad, SD 62983","('Alfonzo Hilpert',)"
71662,46669,19246,1,21.0,2024-05-14 20:49:00.000,,46669,Cedric Botsford DVM,"5655 Buster Causeway, Lake Keturah, MA 75511",479.297.2995,fritz.gerhold@kemmer.example,19246,Eternal Sunshine of the Spotless Mind,Carisa Blick,Realistic fiction,Victor Gollancz Ltd,2020,21.0,2024-05-14,"fritz.gerhold@kemmer.example479.297.29955655 Buster Causeway, Lake Keturah, MA 75511","('Carisa Blick',)"
70282,45473,19224,1,58.75,2024-02-21 03:13:15.151,,45473,Leanna Kovacek,"Apt. 276 906 Von Estates, West Dorothea, IN 69581",(621) 751-4405,hector.tremblay@fisher.example,19224,In Death Ground,Yuri O'Reilly,Science fiction,Shire Books,1992,58.75,2024-02-21,"hector.tremblay@fisher.example(621) 751-4405Apt. 276 906 Von Estates, West Dorothea, IN 69581","(""Yuri O'Reilly"",)"
65125,45658,19101,1,73.5,2024-07-03 06:05:00.000,,45658,Garnet Bode,"Apt. 492 174 Homenick Vista, Effertztown, UT 72944-0170",259.753.2336,clark@blanda.test,19101,The Parliament of Man,Lorean Koch,Metafiction,Blackstaff Press,1975,73.5,2024-07-03,"clark@blanda.test259.753.2336Apt. 492 174 Homenick Vista, Effertztown, UT 72944-0170","('Lorean Koch',)"
71271,47411,19014,1,22.0,2024-09-02 11:31:52.918,,47411,Wynona Ferry DC,"Apt. 606 202 Joanne Lakes, Noelmouth, DE 81980",314 473 8280,rosendo_reinger@bogan.test,19014,Daydream,Fr. Jeremiah Larson,Essay,New Village Press,2022,22.0,2024-09-02,"rosendo_reinger@bogan.test314 473 8280Apt. 606 202 Joanne Lakes, Noelmouth, DE 81980","('Fr. Jeremiah Larson',)"
69364,45273,19235,2,62.0,2024-10-24 10:09:09.000,,45273,Marline Purdy,"30382 Hackett Harbors, East Haywoodhaven, NC 67446-6875",(378) 557-3592,lavonia@abshire.test,19235,Wolfenstein 3D,"Crysta Armstrong, Salvador D'Amore",Comic/Graphic Novel,Bowes & Bowes,2020,124.0,2024-10-24,"lavonia@abshire.test(378) 557-359230382 Hackett Harbors, East Haywoodhaven, NC 67446-6875","('Crysta Armstrong', ""Salvador D'Amore"")"
73244,46955,19024,1,5550.0,2025-06-12 21:20:49.000,,46955,Yukiko Becker,"Apt. 245 5042 Annette Islands, South Andreville, AZ 43566",443 893 1024,jorge@hartmann-medhurst.example,19024,Of Mice and Men,Roni Davis,Textbook,Mascot Books,1997,5550.0,2025-06-12,"jorge@hartmann-medhurst.example443 893 1024Apt. 245 5042 Annette Islands, South Andreville, AZ 43566","('Roni Davis',)"
68659,46556,18928,2,21.0,2025-01-23 05:17:00.000,NULL,46556,Msgr. Lenard Nolan,"Apt. 315 586 Gregory Extension, Chayafort, KS 52618-0483",110 044 7711,argelia.cummerata@considine-murray.example,18928,Pokémon Sword,Lorean Koch,Fable,Zed Books,0,42.0,2025-01-23,"argelia.cummerata@considine-murray.example110 044 7711Apt. 315 586 Gregory Extension, Chayafort, KS 52618-0483","('Lorean Koch',)"
69663,46686,19148,1,39.75,2025-02-02 02:00:28.000,,46686,Christopher Mraz,"5497 Marco Turnpike, Schillerfort, ND 60769",767-113-6780,vannessa@hilll.example,19148,The Way Through the Woods,Carlton Stanton,Classic,André Deutsch,2017,39.75,2025-02-02,"vannessa@hilll.example767-113-67805497 Marco Turnpike, Schillerfort, ND 60769","('Carlton Stanton',)"
68473,46566,19443,1,28.0,2024-10-23 07:28:00.000,"Apt. 743 1687 Fadel Streets, Lefflerhaven, WY 80202",46566,Fae Koepp,"Apt. 743 1687 Fadel Streets, Lefflerhaven, WY 80202",967-540-2067,millie_king@brekke.example,19443,This Side of Paradise,Odessa Hartmann,Humor,Atlas Press,1978,28.0,2024-10-23,"millie_king@brekke.example967-540-2067Apt. 743 1687 Fadel Streets, Lefflerhaven, WY 80202","('Odessa Hartmann',)"
66870,47592,19566,1,20.99,2024-12-04 15:22:00.000,NULL,47592,Earnestine Brakus,"5944 Lacie Fields, Bobview, NE 11747-4142",400-048-8002,mauricio@oconnell-kirlin.test,19566,The Legend of Zelda,Prof. Jason Breitenberg,Tall tale,Chatto and Windus,2025,20.99,2024-12-04,"mauricio@oconnell-kirlin.test400-048-80025944 Lacie Fields, Bobview, NE 11747-4142","('Prof. Jason Breitenberg',)"
71532,45180,19265,4,52.25,2025-01-02 14:34:00.000,,45180,Junie Flatley,"3160 Christiansen Harbors, West Granville, OR 01746",485-199-2391,melinda@yundt-mcclure.test,19265,Happy Nation,"Fran Ritchie, Rebecca Torp",Mystery,Target Books,2021,209.0,2025-01-02,"melinda@yundt-mcclure.test485-199-23913160 Christiansen Harbors, West Granville, OR 01746","('Fran Ritchie', 'Rebecca Torp')"
70851,44463,19507,2,24.0,2025-03-27 18:24:00.000,"Suite 447 864 Rosenbaum Islands, North Wanetta, VT 07261",44463,Silva Altenwerth,"Suite 447 864 Rosenbaum Islands, North Wanetta, VT 07261",971 374 4044,warren.douglas@wintheiser.example,19507,Desperados: Wanted Dead or Alive,Deanne Cummerata,Classic,Lion Hudson,1849,48.0,2025-03-27,"warren.douglas@wintheiser.example971 374 4044Suite 447 864 Rosenbaum Islands, North Wanetta, VT 07261","('Deanne Cummerata',)"
63470,46965,19236,4,65.25,2025-02-19 01:12:49.000,,46965,Taisha Schneider,"2460 Rohan Mountain, North Amosmouth, NH 80201-0847",715-222-8009,clotilde_nicolas@daniel-prosacco.test,19236,Fargo,"Heath Mayer, Ms. Elwood Kuhlman",Fiction in verse,Atlantic Books,2003,261.0,2025-02-19,"clotilde_nicolas@daniel-prosacco.test715-222-80092460 Rohan Mountain, North Amosmouth, NH 80201-0847","('Heath Mayer', 'Ms. Elwood Kuhlman')"
73939,47132,19023,1,40.0,2025-02-15 03:50:50.000,,47132,Karri Waelchi,"Apt. 496 39120 Donnette Rest, West Tonitaside, AZ 78063-0618",241.694.6922,harris.hilll@goodwin.test,19023,The Maltese Falcon,"Stacy Quitzon, Ocie Barton, Matthew Stark, Stephen Goodwin",Fiction in verse,Atheneum Publishers,1984,40.0,2025-02-15,"harris.hilll@goodwin.test241.694.6922Apt. 496 39120 Donnette Rest, West Tonitaside, AZ 78063-0618","('Matthew Stark', 'Ocie Barton', 'Stacy Quitzon', 'Stephen Goodwin')"
65595,44799,19498,4,50.5,2025-05-13 15:03:03.000,"6094 Heidenreich Neck, South Helga, KS 67133-8306",44799,Adriana Zboncak,"6094 Heidenreich Neck, South Helga, KS 67133-8306",832-755-2606,arlyne.boyle@goyette-tremblay.example,19498,I Sing the Body Electric,"Elijah Bernhard, Msgr. Frances Fritsch, Rudy Wisozk",Narrative nonfiction,Open University Press,2025,202.0,2025-05-13,"arlyne.boyle@goyette-tremblay.example832-755-26066094 Heidenreich Neck, South Helga, KS 67133-8306","('Elijah Bernhard', 'Msgr. Frances Fritsch', 'Rudy Wisozk')"
68493,46361,19294,5,50.0,2024-09-27 04:18:00.000,,46361,Vance Lakin IV,"956 Horace Islands, Rippinside, MT 29641",101.871.7044,devon@hills.example,19294,Catch Me If You Can,Jasper Bogisich,Speech,Athabasca University Press,2022,250.0,2024-09-27,"devon@hills.example101.871.7044956 Horace Islands, Rippinside, MT 29641","('Jasper Bogisich',)"
67419,45661,19512,1,47.75,2024-10-23 18:35:42.000,NULL,45661,Mrs. Gregory Lindgren,"Apt. 626 396 Simon Locks, South Marth, WV 97603",(817) 234-4110,santiago_jerde@graham.test,19512,God of War,Doyle Hahn II,Fiction narrative,O'Reilly Media,1853,47.75,2024-10-23,"santiago_jerde@graham.test(817) 234-4110Apt. 626 396 Simon Locks, South Marth, WV 97603","('Doyle Hahn II',)"
63356,46147,19456,1,33.5,2024-08-23 13:03:20.000,NULL,46147,Modesto Corwin,"Suite 349 3920 MacGyver Cape, South Rosy, ME 39760-2356",618-423-6457,blanca@kulas.test,19456,Hands All Over,Clarence Gulgowski,Folklore,Shoemaker & Hoard Publishers,2004,33.5,2024-08-23,"blanca@kulas.test618-423-6457Suite 349 3920 MacGyver Cape, South Rosy, ME 39760-2356","('Clarence Gulgowski',)"
71370,46056,19317,1,19.5,2025-04-28 11:36:26.000,NULL,46056,Myles Ward,"Apt. 632 790 Russel Shoal, Wizaport, FL 62358-1225",667 835 7626,harry.dickens@schmidt.example,19317,Sleep the Brave,Broderick Lebsack,Speech,Ignatius Press,1984,19.5,2025-04-28,"harry.dickens@schmidt.example667 835 7626Apt. 632 790 Russel Shoal, Wizaport, FL 62358-1225","('Broderick Lebsack',)"
70004,47160,19326,1,27.99,2025-04-09 17:40:25.000,,47160,Mrs. Blythe Schoen,"Suite 484 78443 Powlowski Meadow, East Errol, WY 71329-0086",269.390.8312,birgit@roberts.example,19326,Forrest Gump,Efren Bayer V,Fairy tale,Hawthorne Books,1997,27.99,2025-04-09,"birgit@roberts.example269.390.8312Suite 484 78443 Powlowski Meadow, East Errol, WY 71329-0086","('Efren Bayer V',)"
72387,45019,18843,3,19.0,2025-03-07 11:57:00.000,NULL,45019,Ambrose Olson,"Apt. 883 28219 Kittie Trafficway, Ellsworthland, NV 08815-3756",735-650-2428,cayla@wilkinson.test,18843,Ice Climbers,"Jenice Bartell, Raye Watsica",Humor,NULL,1990,57.0,2025-03-07,"cayla@wilkinson.test735-650-2428Apt. 883 28219 Kittie Trafficway, Ellsworthland, NV 08815-3756","('Jenice Bartell', 'Raye Watsica')"
66842,45005,19529,1,15.0,2025-03-30 20:48:48.000,,45005,Nicholas Ward,"624 Kiehn Crossroad, North Napoleon, NJ 89468-7780",256-196-9532,bernice@bayer.example,19529,Command & Conquer: Red Alert,Carolyne West,Historical fiction,Happy House,1980,15.0,2025-03-30,"bernice@bayer.example256-196-9532624 Kiehn Crossroad, North Napoleon, NJ 89468-7780","('Carolyne West',)"
71674,45544,19444,4,40.75,2024-11-23 06:36:00.000,"Suite 101 470 Veta Lane, New Cristopher, OH 46624",45544,Antonio Halvorson,"Suite 101 470 Veta Lane, New Cristopher, OH 46624",811.529.3481,thanh.reynolds@jacobi.example,19444,Mega Man Battle Network,"Elliott Lowe, Jessenia Macejkovic",Fable,Eel Pie Publishing,1997,163.0,2024-11-23,"thanh.reynolds@jacobi.example811.529.3481Suite 101 470 Veta Lane, New Cristopher, OH 46624","('Elliott Lowe', 'Jessenia Macejkovic')"
68628,47498,18867,1,53.0,2024-06-11 07:36:00.000,"Suite 885 6407 Haley Mills, South Johnathontown, NJ 53886",47498,Shawnna Strosin Ret.,"Suite 885 6407 Haley Mills, South Johnathontown, NJ 53886",514.751.2604,lavonda@medhurst.test,18867,TRON,Tony O'Hara,Humor,New Holland Publishers,1986,53.0,2024-06-11,"lavonda@medhurst.test514.751.2604Suite 885 6407 Haley Mills, South Johnathontown, NJ 53886","(""Tony O'Hara"",)"
71591,45100,19486,1,4400.0,2025-07-26 10:38:52.000,"Apt. 105 9358 Rita Alley, Lake Scott, AR 22967-0343",45100,Luis Halvorson,"Apt. 105 9358 Rita Alley, Lake Scott, AR 22967-0343",728 241 9394,cary.balistreri@medhurst.example,19486,Ricochet,"Solange Marks, Donn Jaskolski",Speech,Anvil Press Poetry,2002,4400.0,2025-07-26,"cary.balistreri@medhurst.example728 241 9394Apt. 105 9358 Rita Alley, Lake Scott, AR 22967-0343","('Donn Jaskolski', 'Solange Marks')"
72397,46723,19088,2,35.0,2025-07-07 05:25:07.000,,46723,Barry Effertz,"8418 Riley Field, South Garth, NC 21463",106 882 9541,magaly_johnston@hegmann-dach.test,19088,Full Metal Jacket,Laurice Bosco,Fanfiction,Carcanet Press,2005,70.0,2025-07-07,"magaly_johnston@hegmann-dach.test106 882 95418418 Riley Field, South Garth, NC 21463","('Laurice Bosco',)"
69287,47609,18945,3,48.0,2025-09-11 20:17:00.000,NULL,47609,Alvin Bayer,"Suite 145 3879 Bode Ferry, Port Takishahaven, PA 06327",924 793 7782,israel.larkin@welch-kirlin.example,18945,Pokémon Ultra Sun,Patricia Lueilwitz,Essay,Harvest House,1983,144.0,2025-09-11,"israel.larkin@welch-kirlin.example924 793 7782Suite 145 3879 Bode Ferry, Port Takishahaven, PA 06327","('Patricia Lueilwitz',)"
73416,45316,19025,1,35.75,2024-10-27 09:54:09.494,,45316,Riley Stamm,"542 Pacocha Manors, Bethview, MT 48500-6506",(834) 272-4972,tequila@schmeler-haag.test,19025,Guitar Hero,Eugenio Crooks,Mythology,Da Capo Press,2000,35.75,2024-10-27,"tequila@schmeler-haag.test(834) 272-4972542 Pacocha Manors, Bethview, MT 48500-6506","('Eugenio Crooks',)"
65172,45952,19181,1,62.5,2024-12-03 23:25:41.000,NULL,45952,Dr. Enedina Walker,"418 Tempie Mills, Rowemouth, WA 72824-4137",(276) 249-4509,soila@herzog-moore.example,19181,How to Train Your Dragon,Karma Leffler,Suspense/Thriller,Casemate Publishers,2008,62.5,2024-12-03,"soila@herzog-moore.example(276) 249-4509418 Tempie Mills, Rowemouth, WA 72824-4137","('Karma Leffler',)"
63560,47235,19243,3,40.0,2025-04-30 12:44:16.000,,47235,Prince Walter,"Apt. 814 4126 Kamala Light, West Emelina, ID 21354-0999",767.593.0768,dario@reilly.test,19243,To Say Nothing of the Dog,Doyle Hahn II,Fiction narrative,Chatto and Windus,1988,120.0,2025-04-30,"dario@reilly.test767.593.0768Apt. 814 4126 Kamala Light, West Emelina, ID 21354-0999","('Doyle Hahn II',)"
68341,46809,19107,1,7225.0,2025-01-06 23:40:00.000,NULL,46809,Millard Reynolds,"Suite 961 7101 Frank Lodge, Hesselville, VT 27294-9234",597.714.1972,nichol_mohr@littel.test,19107,Halo 5: Guardians,Leone Ondricka IV,Crime/Detective,Bloomsbury Publishing Plc,1990,7225.0,2025-01-06,"nichol_mohr@littel.test597.714.1972Suite 961 7101 Frank Lodge, Hesselville, VT 27294-9234","('Leone Ondricka IV',)"
73251,46917,19158,1,66.5,2025-06-04 13:14:00.000,"Apt. 650 80290 Margarette Motorway, New Maryettafurt, ME 83503-7783",46917,Deloris Berge,"Apt. 650 80290 Margarette Motorway, New Maryettafurt, ME 83503-7783",961.584.0229,cathy.dibbert@bayer.test,19158,Call of Duty: Modern Warfare 3,Deanne Cummerata,Classic,McFarland & Company,2026,66.5,2025-06-04,"cathy.dibbert@bayer.test961.584.0229Apt. 650 80290 Margarette Motorway, New Maryettafurt, ME 83503-7783","('Deanne Cummerata',)"
63604,44743,19159,2,18.0,2025-04-17 04:08:40.000,,44743,Mr. Omer Strosin,"49850 Buckridge Lights, Port Teofila, TN 01578-3459",(623) 701-0816,tisa_murphy@ernser.example,19159,Command & Conquer: Red Alert,Carolyne West,Historical fiction,Black Library,1951,36.0,2025-04-17,"tisa_murphy@ernser.example(623) 701-081649850 Buckridge Lights, Port Teofila, TN 01578-3459","('Carolyne West',)"
67688,44804,18934,2,17.0,2025-05-30 21:34:01.025,"Apt. 551 3968 Wilkinson Mill, Port Leontineborough, AZ 61207",44804,Rob Stehr,"Apt. 551 3968 Wilkinson Mill, Port Leontineborough, AZ 61207",106-671-1025,renaldo@dubuque.test,18934,Hitman: Absolution,Lynn Runte,Suspense/Thriller,Kensington Books,2013,34.0,2025-05-30,"renaldo@dubuque.test106-671-1025Apt. 551 3968 Wilkinson Mill, Port Leontineborough, AZ 61207","('Lynn Runte',)"
73109,45451,19112,1,17.0,2025-01-18 12:07:36.000,,45451,Tinisha Wehner,"834 Ima Mall, Vandervortmouth, PA 10475-2421",138-645-8782,hubert@dare.test,19112,Braveheart,Roberta Swift,Realistic fiction,Belknap Press,1985,17.0,2025-01-18,"hubert@dare.test138-645-8782834 Ima Mall, Vandervortmouth, PA 10475-2421","('Roberta Swift',)"
67406,46136,19126,1,27.5,2024-09-19 15:52:59.000,,46136,Burton Schamberger,,353.232.3729,martin.kutch@collier-schoen.example,19126,25,"Prof. Jason Breitenberg, Elfrieda Grant",Reference book,Belknap Press,1981,27.5,2024-09-19,martin.kutch@collier-schoen.example353.232.3729,"('Elfrieda Grant', 'Prof. Jason Breitenberg')"
72776,46417,18858,1,17.99,2025-08-05 00:13:17.000,NULL,46417,Danial Collins,"Suite 520 307 Wolff Views, West Desiree, ND 75433-5198",193.412.2599,kendall@considine-stokes.example,18858,Faith,Stuart Torphy,Fiction narrative,Atheneum Books,1992,17.99,2025-08-05,"kendall@considine-stokes.example193.412.2599Suite 520 307 Wolff Views, West Desiree, ND 75433-5198","('Stuart Torphy',)"
72742,46277,19231,1,14.99,2025-03-27 05:37:27.944,NULL,46277,Olin Gulgowski DO,"Apt. 974 3426 Ira Light, Jeannetteton, IA 81895",302.999.9801,shella_ratke@marvin-stanton.test,19231,Call of Duty,"Garfield Blick, Olin Windler, Denisha Cassin",Fiction in verse,Orchard Books,2008,14.99,2025-03-27,"shella_ratke@marvin-stanton.test302.999.9801Apt. 974 3426 Ira Light, Jeannetteton, IA 81895","('Denisha Cassin', 'Garfield Blick', 'Olin Windler')"
69776,45112,19380,2,67.5,2025-02-08 04:16:15.000,NULL,45112,Mercy Collier,"Apt. 909 3669 Champlin Ramp, South Conceptionbury, AL 21578-8008",780-473-7097,ernest@mcdermott.example,19380,Donnie Darko,Chet Runolfsdottir,Mythology,Voyager Books,2008,135.0,2025-02-08,"ernest@mcdermott.example780-473-7097Apt. 909 3669 Champlin Ramp, South Conceptionbury, AL 21578-8008","('Chet Runolfsdottir',)"
66042,46973,19237,1,66.75,2024-07-31 04:25:45.000,"4029 Kuhic Villages, Dylanton, NY 07478",46973,Hollis Treutel DVM,"4029 Kuhic Villages, Dylanton, NY 07478",781-591-6460,joaquin.parker@fay-mante.test,19237,Vampire: The Masquerade – Bloodlines,Thurman Bruen,Crime/Detective,Churchill Livingstone,1987,66.75,2024-07-31,"joaquin.parker@fay-mante.test781-591-64604029 Kuhic Villages, Dylanton, NY 07478","('Thurman Bruen',)"
69730,46139,19104,4,58.0,2024-10-08 22:50:00.000,,46139,Fr. Mervin Ferry,"500 O'Reilly Motorway, Schimmelstad, WV 01380-1692",(245) 948-5800,marie@armstrong.test,19104,North by Northwest,Mrs. Serafina Mohr,Biography/Autobiography,Hachette Book Group USA,1995,232.0,2024-10-08,"marie@armstrong.test(245) 948-5800500 O'Reilly Motorway, Schimmelstad, WV 01380-1692","('Mrs. Serafina Mohr',)"
73901,44773,18903,1,19.0,2024-07-13 19:58:37.000,,44773,Karina Rutherford,"99673 Gislason Street, Rodgerborough, ID 32098-7236",702-272-3636,gino.blanda@ryan-nader.test,18903,Citizen Kane,Karin Gerlach,Realistic fiction,Left Book Club,2017,19.0,2024-07-13,"gino.blanda@ryan-nader.test702-272-363699673 Gislason Street, Rodgerborough, ID 32098-7236","('Karin Gerlach',)"
66641,46962,19558,1,33.75,2025-05-04 18:05:48.000,,46962,Cierra Collier CPA,"Suite 682 45144 Zboncak Mills, East Florencia, LA 00983-6262",(365) 746-6760,alden.halvorson@kulas.test,19558,Mirror's Edge,Josef Connelly,Textbook,Blackstaff Press,2018,33.75,2025-05-04,"alden.halvorson@kulas.test(365) 746-6760Suite 682 45144 Zboncak Mills, East Florencia, LA 00983-6262","('Josef Connelly',)"
73546,44776,18984,1,19.75,2024-09-30 05:13:00.000,NULL,44776,Abraham Mante,"Apt. 495 925 Schulist Crest, West Moses, IL 37449",803.443.5085,val@murray-kutch.test,18984,Vile Bodies,Prof. Jerlene Hintz,Humor,Berkley Books,1984,19.75,2024-09-30,"val@murray-kutch.test803.443.5085Apt. 495 925 Schulist Crest, West Moses, IL 37449","('Prof. Jerlene Hintz',)"
65479,46234,18891,2,20.5,2024-11-21 14:10:49.000,NULL,46234,Jerold Fay,"788 Carol Garden, South Cammie, ID 67096",256-333-4151,sal_heathcote@spencer.test,18891,Grease: The Original Soundtrack from the Motion Picture,Del Kautzer,Fantasy,ECW Press,1983,41.0,2024-11-21,"sal_heathcote@spencer.test256-333-4151788 Carol Garden, South Cammie, ID 67096","('Del Kautzer',)"
64837,46351,18991,2,53.0,2024-10-26 22:37:25.000,,46351,Berenice Russel,"2199 Prohaska Rest, Terryfort, WY 30783",126-647-1261,dominique.ledner@ankunding.test,18991,Taming a Sea Horse,Fr. Taina Bernier,Western,Allen Ltd,1994,106.0,2024-10-26,"dominique.ledner@ankunding.test126-647-12612199 Prohaska Rest, Terryfort, WY 30783","('Fr. Taina Bernier',)"
66004,45920,19425,1,45.25,2024-12-02 02:12:20.000,,45920,Ryan Upton IV,"Apt. 280 83572 O'Reilly Locks, Lake Wai, NV 87077",(363) 976-2363,moshe@kshlerin-hackett.test,19425,Batman: Arkham City,Samara Cassin,Fanfiction,Flame Tree Publishing,2018,45.25,2024-12-02,"moshe@kshlerin-hackett.test(363) 976-2363Apt. 280 83572 O'Reilly Locks, Lake Wai, NV 87077","('Samara Cassin',)"
68078,47417,19109,1,39.0,2024-09-06 00:11:30.000,"65475 Schultz Estates, Harbermouth, ID 28679-7162",47417,Alex Franecki,"65475 Schultz Estates, Harbermouth, ID 28679-7162",258-771-9554,pasquale.cassin@oberbrunner-nitzsche.test,19109,Dirty Dancing,"Msgr. Frances Fritsch, Elijah Bernhard, Rudy Wisozk",Suspense/Thriller,Paulist Press,1992,39.0,2024-09-06,"pasquale.cassin@oberbrunner-nitzsche.test258-771-955465475 Schultz Estates, Harbermouth, ID 28679-7162","('Elijah Bernhard', 'Msgr. Frances Fritsch', 'Rudy Wisozk')"
66929,45166,19328,1,30.0,2024-09-24 14:11:00.000,,45166,Thanh Gottlieb,"Apt. 932 893 Carol Fall, Lake Maybellehaven, MO 36331",489 555 4774,faustino_nikolaus@hand.test,19328,Pac-Man,Tony O'Hara,Realistic fiction,Carnegie Mellon University Press,2026,30.0,2024-09-24,"faustino_nikolaus@hand.test489 555 4774Apt. 932 893 Carol Fall, Lake Maybellehaven, MO 36331","(""Tony O'Hara"",)"
68738,45794,18966,3,5800.0,2024-11-03 12:01:48.000,,45794,Mr. Quiana Jaskolski,"Suite 922 3794 Shemika Wells, New Qiana, SD 90063-7453",(877) 517-4283,irma.gulgowski@rolfson-nader.example,18966,The Bodyguard,Rob Veum,Mythopoeia,Ignatius Press,1998,17400.0,2024-11-03,"irma.gulgowski@rolfson-nader.example(877) 517-4283Suite 922 3794 Shemika Wells, New Qiana, SD 90063-7453","('Rob Veum',)"
68008,44472,19487,1,71.5,2025-02-14 18:23:38.068,,44472,Doretta Stark,"31453 Ryan Landing, East Oda, MO 83023",570.667.7768,bridgett_green@jacobson.example,19487,Command & Conquer 4: Tiberian Twilight,Jarod Simonis DVM,Mythopoeia,André Deutsch,1991,71.5,2025-02-14,"bridgett_green@jacobson.example570.667.776831453 Ryan Landing, East Oda, MO 83023","('Jarod Simonis DVM',)"
